date,consumption_gallons_dirty,consumption_gallons_clean,temp_f,base_load,seasonal_component,heat_effect,heatwave_effect,freeze_effect,holiday_effect,weekend_effect,noise,day_of_year,day_of_week,month,year,is_heatwave,is_freeze_event,is_holiday,is_weekend,data_quality_flag,trend_multiplier
2022-12-09,63376243.0,63376243.0,62.8,86989733.0,-23078961.0,0.0,0.0,0.0,0.0,0.0,-534529.0,343,4,12,2022,0,0,0,0,CLEAN,1.023409
2022-12-10,67211046.0,67211046.0,64.0,86995551.0,-23384843.0,0.0,0.0,0.0,0.0,3479822.0,120516.0,344,5,12,2022,0,0,0,1,CLEAN,1.023477
2022-12-11,64288672.0,64288672.0,68.6,87001369.0,-23685917.0,0.0,0.0,0.0,0.0,3480055.0,-2506835.0,345,6,12,2022,0,0,0,1,CLEAN,1.023546
2022-12-12,63647878.0,63647878.0,53.7,87007187.0,-23981891.0,0.0,0.0,0.0,0.0,0.0,622582.0,346,0,12,2022,0,0,0,0,CLEAN,1.023614
2022-12-13,62739795.0,62739795.0,59.5,87013005.0,-24272474.0,0.0,0.0,0.0,0.0,0.0,-735.0,347,1,12,2022,0,0,0,0,CLEAN,1.023682
2022-12-14,62513260.0,62513260.0,64.0,87018823.0,-24557374.0,0.0,0.0,0.0,0.0,0.0,51811.0,348,2,12,2022,0,0,0,0,CLEAN,1.023751
2022-12-15,63442456.0,63442456.0,55.2,87024641.0,-24836298.0,0.0,0.0,0.0,0.0,0.0,1254113.0,349,3,12,2022,0,0,0,0,CLEAN,1.023819
2022-12-16,59372188.0,59372188.0,67.3,87030459.0,-25108954.0,0.0,0.0,0.0,0.0,0.0,-2549316.0,350,4,12,2022,0,0,0,0,CLEAN,1.023888
2022-12-17,62565750.0,62565750.0,62.7,87036277.0,-25375050.0,0.0,0.0,0.0,0.0,3481451.0,-2576927.0,351,5,12,2022,0,0,0,1,CLEAN,1.023956
2022-12-18,65246969.0,65246969.0,64.5,87042094.0,-25634296.0,0.0,0.0,0.0,0.0,3481684.0,357487.0,352,6,12,2022,0,0,0,1,CLEAN,1.024025
2022-12-19,61152218.0,61152218.0,58.7,87047912.0,-25886401.0,0.0,0.0,0.0,0.0,0.0,-9293.0,353,0,12,2022,0,0,0,0,CLEAN,1.024093
2022-12-20,61144869.0,61144869.0,64.1,87053730.0,-26131079.0,0.0,0.0,0.0,0.0,0.0,222218.0,354,1,12,2022,0,0,0,0,CLEAN,1.024162
2022-12-21,60088016.0,60088016.0,65.0,87059548.0,-26368043.0,0.0,0.0,0.0,0.0,0.0,-603489.0,355,2,12,2022,0,0,0,0,CLEAN,1.02423
2022-12-22,61335990.0,61335990.0,61.6,87065366.0,-26597009.0,0.0,0.0,0.0,0.0,0.0,867633.0,356,3,12,2022,0,0,0,0,CLEAN,1.024298
2022-12-23,61471577.0,61471577.0,61.5,87071184.0,-26817697.0,0.0,0.0,0.0,0.0,0.0,1218090.0,357,4,12,2022,0,0,0,0,CLEAN,1.024367
2022-12-24,64162412.0,64162412.0,61.6,87077002.0,-27029826.0,0.0,0.0,0.0,0.0,3483080.0,632156.0,358,5,12,2022,0,0,0,1,CLEAN,1.024435
2022-12-25,62992304.0,62992304.0,57.0,87082820.0,-27233124.0,0.0,0.0,0.0,0.0,3483313.0,-340705.0,359,6,12,2022,0,0,0,1,CLEAN,1.024504
2022-12-26,215396720.0,56907984.0,59.8,87088638.0,-27427317.0,0.0,0.0,0.0,0.0,0.0,-2753337.0,360,0,12,2022,0,0,0,0,UNIT_ERROR,1.024572
2022-12-27,-27565299.0,60487261.0,59.7,87094456.0,-27612138.0,0.0,0.0,0.0,0.0,0.0,1004943.0,361,1,12,2022,0,0,0,0,NEGATIVE,1.024641
2022-12-28,60909143.0,60909143.0,61.8,87100274.0,-27787325.0,0.0,0.0,0.0,0.0,0.0,1596194.0,362,2,12,2022,0,0,0,0,CLEAN,1.024709
2022-12-29,59995649.0,59995649.0,64.2,87106092.0,-27952617.0,0.0,0.0,0.0,0.0,0.0,842174.0,363,3,12,2022,0,0,0,0,CLEAN,1.024778
2022-12-30,57854739.0,57854739.0,56.0,87111910.0,-28107761.0,0.0,0.0,0.0,0.0,0.0,-1149410.0,364,4,12,2022,0,0,0,0,CLEAN,1.024846
2022-12-31,63230420.0,63230420.0,59.7,87117728.0,-28252509.0,0.0,0.0,0.0,0.0,3484709.0,880492.0,365,5,12,2022,0,0,0,1,CLEAN,1.024914
2023-01-01,63315096.0,63315096.0,66.6,87123546.0,-28417978.0,0.0,0.0,0.0,0.0,3484942.0,1124586.0,1,6,1,2023,0,0,0,1,CLEAN,1.024983
2023-01-02,60628194.0,60628194.0,57.7,87129363.0,-28538450.0,0.0,0.0,0.0,0.0,0.0,2037280.0,2,0,1,2023,0,0,0,0,CLEAN,1.025051
2023-01-03,57342326.0,57342326.0,57.4,87135181.0,-28647756.0,0.0,0.0,0.0,0.0,0.0,-1145100.0,3,1,1,2023,0,0,0,0,CLEAN,1.02512
2023-01-04,58099324.0,58099324.0,61.4,87140999.0,-28745673.0,0.0,0.0,0.0,0.0,0.0,-296002.0,4,2,1,2023,0,0,0,0,CLEAN,1.025188
2023-01-05,59291669.0,59291669.0,64.0,87146817.0,-28831984.0,0.0,0.0,0.0,0.0,0.0,976836.0,5,3,1,2023,0,0,0,0,CLEAN,1.025257
2023-01-06,58321206.0,58321206.0,60.7,87152635.0,-28906480.0,0.0,0.0,0.0,0.0,0.0,75052.0,6,4,1,2023,0,0,0,0,CLEAN,1.025325
2023-01-07,60215064.0,60215064.0,66.0,87158453.0,-28968960.0,0.0,0.0,0.0,0.0,3486338.0,-1460768.0,7,5,1,2023,0,0,0,1,CLEAN,1.025394
2023-01-08,62173711.0,62173711.0,64.1,87164271.0,-29019227.0,0.0,0.0,0.0,0.0,3486571.0,542096.0,8,6,1,2023,0,0,0,1,CLEAN,1.025462
2023-01-09,58869623.0,58869623.0,64.1,87170089.0,-29057096.0,0.0,0.0,0.0,0.0,0.0,756630.0,9,0,1,2023,0,0,0,0,CLEAN,1.02553
2023-01-10,58208543.0,58208543.0,63.0,87175907.0,-29082388.0,0.0,0.0,0.0,0.0,0.0,115024.0,10,1,1,2023,0,0,0,0,CLEAN,1.025599
2023-01-11,58373949.0,58373949.0,70.1,87181725.0,-29094933.0,0.0,0.0,0.0,0.0,0.0,287157.0,11,2,1,2023,0,0,0,0,CLEAN,1.025667
2023-01-12,57754634.0,57754634.0,60.0,87187543.0,-29094570.0,0.0,0.0,0.0,0.0,0.0,-338339.0,12,3,1,2023,0,0,0,0,CLEAN,1.025736
2023-01-13,60045657.0,60045657.0,52.9,87193361.0,-29081145.0,0.0,0.0,0.0,0.0,0.0,1933442.0,13,4,1,2023,0,0,0,0,CLEAN,1.025804
2023-01-14,60454535.0,60454535.0,67.4,87199179.0,-29054516.0,0.0,0.0,0.0,0.0,3487967.0,-1178094.0,14,5,1,2023,0,0,0,1,CLEAN,1.025873
2023-01-15,60910388.0,60910388.0,59.2,87204997.0,-29014548.0,0.0,0.0,0.0,0.0,3488200.0,-768260.0,15,6,1,2023,0,0,0,1,CLEAN,1.025941
2023-01-16,58264068.0,58264068.0,61.5,87210815.0,-28961117.0,0.0,0.0,0.0,0.0,0.0,14371.0,16,0,1,2023,0,0,0,0,CLEAN,1.02601
2023-01-17,59472416.0,59472416.0,66.4,87216632.0,-28894107.0,0.0,0.0,0.0,0.0,0.0,1149891.0,17,1,1,2023,0,0,0,0,CLEAN,1.026078
2023-01-18,56449968.0,56449968.0,54.8,87222450.0,-28813414.0,0.0,0.0,0.0,0.0,0.0,-1959068.0,18,2,1,2023,0,0,0,0,CLEAN,1.026146
2023-01-19,56794903.0,56794903.0,56.3,87228268.0,-28718942.0,0.0,0.0,0.0,0.0,0.0,-1714424.0,19,3,1,2023,0,0,0,0,CLEAN,1.026215
2023-01-20,55957089.0,55957089.0,55.0,87234086.0,-28610607.0,0.0,0.0,0.0,0.0,0.0,-2666391.0,20,4,1,2023,0,0,0,0,CLEAN,1.026283
2023-01-21,62283951.0,62283951.0,58.3,87239904.0,-28488334.0,0.0,0.0,0.0,0.0,3489596.0,42785.0,21,5,1,2023,0,0,0,1,CLEAN,1.026352
2023-01-22,60919980.0,60919980.0,63.3,87245722.0,-28352060.0,0.0,0.0,0.0,0.0,3489829.0,-1463511.0,22,6,1,2023,0,0,0,1,CLEAN,1.02642
2023-01-23,58546520.0,58546520.0,63.8,87251540.0,-28201732.0,0.0,0.0,0.0,0.0,0.0,-503289.0,23,0,1,2023,0,0,0,0,CLEAN,1.026489
2023-01-24,60085703.0,60085703.0,62.9,87257358.0,-28037307.0,0.0,0.0,0.0,0.0,0.0,865652.0,24,1,1,2023,0,0,0,0,CLEAN,1.026557
2023-01-25,58564677.0,58564677.0,56.2,87263176.0,-27858754.0,0.0,0.0,0.0,0.0,0.0,-839746.0,25,2,1,2023,0,0,0,0,CLEAN,1.026626
2023-01-26,59905698.0,59905698.0,52.8,87268994.0,-27666052.0,0.0,0.0,0.0,0.0,0.0,302756.0,26,3,1,2023,0,0,0,0,CLEAN,1.026694
2023-01-27,59423748.0,59423748.0,62.3,87274812.0,-27459194.0,0.0,0.0,0.0,0.0,0.0,-391870.0,27,4,1,2023,0,0,0,0,CLEAN,1.026762
2023-01-28,64413613.0,64413613.0,60.4,87280630.0,-27238180.0,0.0,0.0,0.0,0.0,3491225.0,879938.0,28,5,1,2023,0,0,0,1,CLEAN,1.026831
2023-01-29,64396965.0,64396965.0,64.2,87286448.0,-27003024.0,0.0,0.0,0.0,0.0,3491458.0,622084.0,29,6,1,2023,0,0,0,1,CLEAN,1.026899
2023-01-30,59632507.0,59632507.0,65.3,87292266.0,-26753751.0,0.0,0.0,0.0,0.0,0.0,-906007.0,30,0,1,2023,0,0,0,0,FLATLINE,1.026968
2023-01-31,59632507.0,60586842.0,63.2,87298084.0,-26490397.0,0.0,0.0,0.0,0.0,0.0,-220845.0,31,1,1,2023,0,0,0,0,FLATLINE,1.027036
2023-02-01,59632507.0,62457735.0,65.7,87303901.0,-26213010.0,0.0,0.0,0.0,0.0,0.0,1366843.0,32,2,2,2023,0,0,0,0,FLATLINE,1.027105
2023-02-02,59632507.0,92461658.0,63.7,87309719.0,-25921648.0,0.0,0.0,30558402.0,0.0,0.0,515184.0,33,3,2,2023,0,1,0,0,FLATLINE,1.027173
2023-02-03,59632507.0,90429946.0,65.1,87315537.0,-25616382.0,0.0,0.0,30560438.0,0.0,0.0,-1829647.0,34,4,2,2023,0,1,0,0,FLATLINE,1.027242
2023-02-04,52392813.0,52392813.0,60.3,87321355.0,-25297294.0,0.0,0.0,-34928542.0,0.0,3492854.0,858742.0,35,5,2,2023,0,1,0,1,CLEAN,1.02731
2023-02-05,52396304.0,52396304.0,62.5,87327173.0,-24964476.0,0.0,0.0,-34930869.0,0.0,3493087.0,-1420740.0,36,6,2,2023,0,1,0,1,CLEAN,1.027379
2023-02-06,52399795.0,52399795.0,64.2,87332991.0,-24618035.0,0.0,0.0,-26199897.0,0.0,0.0,1850385.0,37,0,2,2023,0,1,0,0,CLEAN,1.027447
2023-02-07,52403285.0,52403285.0,66.9,87338809.0,-24258086.0,0.0,0.0,-17467762.0,0.0,0.0,1341654.0,38,1,2,2023,0,1,0,0,CLEAN,1.027515
2023-02-08,55105208.0,55105208.0,62.2,87344627.0,-23884756.0,0.0,0.0,-8734463.0,0.0,0.0,379799.0,39,2,2,2023,0,1,0,0,CLEAN,1.027584
2023-02-09,64058277.0,64058277.0,66.0,87350445.0,-23498184.0,0.0,0.0,-0.0,0.0,0.0,206015.0,40,3,2,2023,0,1,0,0,CLEAN,1.027652
2023-02-10,63983839.0,63983839.0,63.0,87356263.0,-23098520.0,0.0,0.0,0.0,0.0,0.0,-273904.0,41,4,2,2023,0,0,0,0,CLEAN,1.027721
2023-02-11,69059798.0,69059798.0,63.8,87362081.0,-22685925.0,0.0,0.0,0.0,0.0,3494483.0,889159.0,42,5,2,2023,0,0,0,1,CLEAN,1.027789
2023-02-12,700432898.0,68116132.0,67.8,87367899.0,-22260571.0,0.0,0.0,0.0,0.0,3494716.0,-485912.0,43,6,2,2023,0,0,0,1,OUTLIER_HIGH,1.027858
2023-02-13,65859814.0,65859814.0,56.6,87373717.0,-21822641.0,0.0,0.0,0.0,0.0,0.0,308739.0,44,0,2,2023,0,0,0,0,CLEAN,1.027926
2023-02-14,67150044.0,67150044.0,59.6,87379535.0,-21372329.0,0.0,0.0,0.0,0.0,0.0,1142838.0,45,1,2,2023,0,0,0,0,CLEAN,1.027995
2023-02-15,65739109.0,65739109.0,59.1,87385352.0,-20909839.0,0.0,0.0,0.0,0.0,0.0,-736405.0,46,2,2,2023,0,0,0,0,CLEAN,1.028063
2023-02-16,-26481344.0,66148038.0,55.9,87391170.0,-20435385.0,0.0,0.0,0.0,0.0,0.0,-807747.0,47,3,2,2023,0,0,0,0,NEGATIVE,1.028131
2023-02-17,65882036.0,65882036.0,62.7,87396988.0,-19949193.0,0.0,0.0,0.0,0.0,0.0,-1565759.0,48,4,2,2023,0,0,0,0,CLEAN,1.0282
2023-02-18,70051851.0,70051851.0,68.6,87402806.0,-19451499.0,0.0,0.0,0.0,0.0,3496112.0,-1395569.0,49,5,2,2023,0,0,0,1,CLEAN,1.028268
2023-02-19,69565159.0,69565159.0,64.7,87408624.0,-18942547.0,0.0,0.0,0.0,0.0,3496345.0,-2397263.0,50,6,2,2023,0,0,0,1,CLEAN,1.028337
2023-02-20,69948813.0,69948813.0,66.8,87414442.0,-18422593.0,0.0,0.0,0.0,0.0,0.0,956964.0,51,0,2,2023,0,0,0,0,CLEAN,1.028405
2023-02-21,71900395.0,71900395.0,70.6,87420260.0,-17891901.0,0.0,0.0,0.0,0.0,0.0,2372037.0,52,1,2,2023,0,0,0,0,CLEAN,1.028474
2023-02-22,71944496.0,71944496.0,71.7,87426078.0,-17350746.0,0.0,0.0,0.0,0.0,0.0,1869164.0,53,2,2,2023,0,0,0,0,CLEAN,1.028542
2023-02-23,68499910.0,68499910.0,66.4,87431896.0,-16799411.0,0.0,0.0,0.0,0.0,0.0,-2132575.0,54,3,2,2023,0,0,0,0,CLEAN,1.028611
2023-02-24,72150220.0,72150220.0,72.3,87437714.0,-16238189.0,0.0,0.0,0.0,0.0,0.0,950695.0,55,4,2,2023,0,0,0,0,CLEAN,1.028679
2023-02-25,77139204.0,77139204.0,67.5,87443532.0,-15667379.0,0.0,0.0,0.0,0.0,3497741.0,1865310.0,56,5,2,2023,0,0,0,1,CLEAN,1.028747
2023-02-26,75260815.0,75260815.0,64.0,87449350.0,-15087292.0,0.0,0.0,0.0,0.0,3497974.0,-599216.0,57,6,2,2023,0,0,0,1,CLEAN,1.028816
2023-02-27,73090003.0,73090003.0,65.2,87455168.0,-14498246.0,0.0,0.0,0.0,0.0,0.0,133082.0,58,0,2,2023,0,0,0,0,CLEAN,1.028884
2023-02-28,70926235.0,70926235.0,61.8,87460986.0,-13900566.0,0.0,0.0,0.0,0.0,0.0,-2634185.0,59,1,2,2023,0,0,0,0,CLEAN,1.028953
2023-03-01,74522176.0,74522176.0,64.9,87466804.0,-13294586.0,0.0,0.0,0.0,0.0,0.0,349958.0,60,2,3,2023,0,0,0,0,CLEAN,1.029021
2023-03-02,73396491.0,73396491.0,67.3,87472621.0,-12680645.0,0.0,0.0,0.0,0.0,0.0,-1395485.0,61,3,3,2023,0,0,0,0,CLEAN,1.02909
2023-03-03,75681304.0,75681304.0,72.2,87478439.0,-12059092.0,0.0,0.0,0.0,0.0,0.0,261956.0,62,4,3,2023,0,0,0,0,CLEAN,1.029158
2023-03-04,77504636.0,77504636.0,76.1,87484257.0,-11430282.0,0.0,0.0,0.0,0.0,3499370.0,-2048710.0,63,5,3,2023,0,0,0,1,CLEAN,1.029227
2023-03-05,80907524.0,80907524.0,63.9,87490075.0,-10794575.0,0.0,0.0,0.0,0.0,3499603.0,712421.0,64,6,3,2023,0,0,0,1,CLEAN,1.029295
2023-03-06,78688164.0,78688164.0,71.3,87495893.0,-10152339.0,0.0,0.0,0.0,0.0,0.0,1344610.0,65,0,3,2023,0,0,0,0,CLEAN,1.029363
2023-03-07,76969821.0,76969821.0,65.8,87501711.0,-9503946.0,0.0,0.0,0.0,0.0,0.0,-1027944.0,66,1,3,2023,0,0,0,0,CLEAN,1.029432
2023-03-08,77165413.0,77165413.0,72.1,87507529.0,-8849776.0,0.0,0.0,0.0,0.0,0.0,-1492339.0,67,2,3,2023,0,0,0,0,CLEAN,1.0295
2023-03-09,76492923.0,76492923.0,69.9,87513347.0,-8190213.0,0.0,0.0,0.0,0.0,0.0,-2830212.0,68,3,3,2023,0,0,0,0,CLEAN,1.029569
2023-03-10,79643777.0,79643777.0,63.4,87519165.0,-7525643.0,0.0,0.0,0.0,0.0,0.0,-349744.0,69,4,3,2023,0,0,0,0,CLEAN,1.029637
2023-03-11,83405960.0,83405960.0,74.7,87524983.0,-6856462.0,0.0,0.0,0.0,0.0,3500999.0,-763560.0,70,5,3,2023,0,0,0,1,CLEAN,1.029706
2023-03-12,82812537.0,82812537.0,68.8,87530801.0,-6183067.0,0.0,0.0,0.0,0.0,3501232.0,-2036430.0,71,6,3,2023,0,0,0,1,CLEAN,1.029774
2023-03-13,312737886.0,82625597.0,69.3,87536619.0,-5505857.0,0.0,0.0,0.0,0.0,0.0,594836.0,72,0,3,2023,0,0,0,0,UNIT_ERROR,1.029843
2023-03-14,82126325.0,82126325.0,67.5,87542437.0,-4825239.0,0.0,0.0,0.0,0.0,0.0,-590873.0,73,1,3,2023,0,0,0,0,CLEAN,1.029911
2023-03-15,81993953.0,81993953.0,69.4,87548255.0,-4141619.0,0.0,0.0,0.0,0.0,0.0,-1412682.0,74,2,3,2023,0,0,0,0,CLEAN,1.029979
2023-03-16,83370338.0,83370338.0,74.0,87554073.0,-3455409.0,0.0,0.0,0.0,0.0,0.0,-728326.0,75,3,3,2023,0,0,0,0,CLEAN,1.030048
2023-03-17,86199920.0,86199920.0,71.8,87559890.0,-2767020.0,0.0,0.0,0.0,0.0,0.0,1407050.0,76,4,3,2023,0,0,0,0,CLEAN,1.030116
2023-03-18,89783418.0,89783418.0,74.1,87565708.0,-2076868.0,0.0,0.0,0.0,0.0,3502628.0,791949.0,77,5,3,2023,0,0,0,1,CLEAN,1.030185
2023-03-19,89518220.0,89518220.0,74.5,87571526.0,-1385368.0,0.0,0.0,0.0,0.0,3502861.0,-170799.0,78,6,3,2023,0,0,0,1,CLEAN,1.030253
2023-03-20,87697698.0,87697698.0,78.6,87577344.0,-692940.0,0.0,0.0,0.0,0.0,0.0,813294.0,79,0,3,2023,0,0,0,0,CLEAN,1.030322
2023-03-21,86058017.0,86058017.0,72.2,87583162.0,0.0,0.0,0.0,0.0,0.0,0.0,-1525145.0,80,1,3,2023,0,0,0,0,CLEAN,1.03039
2023-03-22,88324541.0,88324541.0,68.0,87588980.0,693032.0,0.0,0.0,0.0,0.0,0.0,42529.0,81,2,3,2023,0,0,0,0,CLEAN,1.030459
2023-03-23,89174105.0,89174105.0,78.4,87594798.0,1385737.0,0.0,0.0,0.0,0.0,0.0,193570.0,82,3,3,2023,0,0,0,0,CLEAN,1.030527
2023-03-24,89060942.0,89060942.0,73.1,87600616.0,2077696.0,0.0,0.0,0.0,0.0,0.0,-617370.0,83,4,3,2023,0,0,0,0,CLEAN,1.030595
2023-03-25,94451416.0,94451416.0,79.2,87606434.0,2768491.0,0.0,0.0,0.0,0.0,3504257.0,572234.0,84,5,3,2023,0,0,0,1,CLEAN,1.030664
2023-03-26,93548814.0,93548814.0,76.5,87612252.0,3457705.0,0.0,0.0,0.0,0.0,3504490.0,-1025633.0,85,6,3,2023,0,0,0,1,CLEAN,1.030732
2023-03-27,92433034.0,92433034.0,74.7,87618070.0,4144922.0,0.0,0.0,0.0,0.0,0.0,670043.0,86,0,3,2023,0,0,0,0,CLEAN,1.030801
2023-03-28,93178956.0,93178956.0,76.9,87623888.0,4829728.0,0.0,0.0,0.0,0.0,0.0,725340.0,87,1,3,2023,0,0,0,0,CLEAN,1.030869
2023-03-29,89558766.0,89558766.0,83.6,87629706.0,5511712.0,251796.0,0.0,0.0,0.0,0.0,-3834448.0,88,2,3,2023,0,0,0,0,CLEAN,1.030938
2023-03-30,95696885.0,95696885.0,84.4,87635524.0,6190464.0,306201.0,0.0,0.0,0.0,0.0,1564696.0,89,3,3,2023,0,0,0,0,CLEAN,1.031006
2023-03-31,90500440.0,90500440.0,76.6,87641342.0,6865578.0,0.0,0.0,0.0,0.0,0.0,-4006479.0,90,4,3,2023,0,0,0,0,CLEAN,1.031075
2023-04-01,97879771.0,97879771.0,77.0,87647159.0,7536650.0,0.0,0.0,0.0,0.0,3505886.0,-809924.0,91,5,4,2023,0,0,0,1,CLEAN,1.031143
2023-04-02,100774077.0,100774077.0,80.9,87652977.0,8203280.0,63578.0,0.0,0.0,0.0,3506119.0,1348122.0,92,6,4,2023,0,0,0,1,CLEAN,1.031211
2023-04-03,96106675.0,96106675.0,73.5,87658795.0,8865074.0,0.0,0.0,0.0,0.0,0.0,-417195.0,93,0,4,2023,0,0,0,0,CLEAN,1.03128
2023-04-04,95258264.0,95258264.0,78.5,87664613.0,9521640.0,0.0,0.0,0.0,0.0,0.0,-1927989.0,94,1,4,2023,0,0,0,0,CLEAN,1.031348
2023-04-05,96404696.0,96404696.0,77.3,87670431.0,10172591.0,0.0,0.0,0.0,0.0,0.0,-1438326.0,95,2,4,2023,0,0,0,0,CLEAN,1.031417
2023-04-06,99844323.0,99844323.0,78.9,87676249.0,10817545.0,0.0,0.0,0.0,0.0,0.0,1350529.0,96,3,4,2023,0,0,0,0,CLEAN,1.031485
2023-04-07,96610971.0,96610971.0,74.6,87682067.0,11456127.0,0.0,0.0,0.0,0.0,0.0,-2527222.0,97,4,4,2023,0,0,0,0,CLEAN,1.031554
2023-04-08,104768348.0,104768348.0,71.8,87687885.0,12087965.0,0.0,0.0,0.0,0.0,3507515.0,1484983.0,98,5,4,2023,0,0,0,1,CLEAN,1.031622
2023-04-09,103841664.0,103841664.0,70.2,87693703.0,12712694.0,0.0,0.0,0.0,0.0,3507748.0,-72482.0,99,6,4,2023,0,0,0,1,CLEAN,1.031691
2023-04-10,99460891.0,99460891.0,74.3,87699521.0,13329958.0,0.0,0.0,0.0,0.0,0.0,-1568587.0,100,0,4,2023,0,0,0,0,CLEAN,1.031759
2023-04-11,100877607.0,100877607.0,77.2,87705339.0,13939402.0,0.0,0.0,0.0,0.0,0.0,-767135.0,101,1,4,2023,0,0,0,0,CLEAN,1.031828
2023-04-12,100913512.0,100913512.0,78.1,87711157.0,14540684.0,0.0,0.0,0.0,0.0,0.0,-1338329.0,102,2,4,2023,0,0,0,0,CLEAN,1.031896
2023-04-13,104498700.0,104498700.0,87.2,87716975.0,15133465.0,508520.0,0.0,0.0,0.0,0.0,1139740.0,103,3,4,2023,0,0,0,0,CLEAN,1.031964
2023-04-14,104696891.0,104696891.0,84.2,87722793.0,15717415.0,292925.0,0.0,0.0,0.0,0.0,963759.0,104,4,4,2023,0,0,0,0,CLEAN,1.032033
2023-04-15,,105267672.0,76.2,87728611.0,16292211.0,0.0,0.0,0.0,0.0,3509144.0,-2262294.0,105,5,4,2023,0,0,0,1,MISSING,1.032101
2023-04-16,,107685202.0,81.6,87734428.0,16857541.0,114989.0,0.0,0.0,0.0,3509377.0,-531134.0,106,6,4,2023,0,0,0,1,MISSING,1.03217
2023-04-17,,104017301.0,78.9,87740246.0,17413097.0,0.0,0.0,0.0,0.0,0.0,-1136042.0,107,0,4,2023,0,0,0,0,MISSING,1.032238
2023-04-18,,107407153.0,79.6,87746064.0,17958582.0,0.0,0.0,0.0,0.0,0.0,1702506.0,108,1,4,2023,0,0,0,0,MISSING,1.032307
2023-04-19,,104589059.0,81.7,87751882.0,18493708.0,120574.0,0.0,0.0,0.0,0.0,-1777106.0,109,2,4,2023,0,0,0,0,MISSING,1.032375
2023-04-20,109146834.0,109146834.0,83.7,87757700.0,19018196.0,259186.0,0.0,0.0,0.0,0.0,2111752.0,110,3,4,2023,0,0,0,0,CLEAN,1.032444
2023-04-21,107258143.0,107258143.0,80.1,87763518.0,19531775.0,6681.0,0.0,0.0,0.0,0.0,-43831.0,111,4,4,2023,0,0,0,0,CLEAN,1.032512
2023-04-22,110201856.0,110201856.0,85.9,87769336.0,20034185.0,417294.0,0.0,0.0,0.0,3510773.0,-1529733.0,112,5,4,2023,0,0,0,1,CLEAN,1.03258
2023-04-23,110919618.0,110919618.0,77.4,87775154.0,20525175.0,0.0,0.0,0.0,0.0,3511006.0,-891718.0,113,6,4,2023,0,0,0,1,CLEAN,1.032649
2023-04-24,107883037.0,107883037.0,82.2,87780972.0,21004504.0,153064.0,0.0,0.0,0.0,0.0,-1055503.0,114,0,4,2023,0,0,0,0,CLEAN,1.032717
2023-04-25,108477593.0,108477593.0,92.8,87786790.0,21471940.0,897283.0,0.0,0.0,0.0,0.0,-1678420.0,115,1,4,2023,0,0,0,0,CLEAN,1.032786
2023-04-26,110091167.0,110091167.0,83.5,87792608.0,21927265.0,246418.0,0.0,0.0,0.0,0.0,124876.0,116,2,4,2023,0,0,0,0,CLEAN,1.032854
2023-04-27,109154109.0,109154109.0,88.6,87798426.0,22370266.0,602553.0,0.0,0.0,0.0,0.0,-1617136.0,117,3,4,2023,0,0,0,0,CLEAN,1.032923
2023-04-28,107974995.0,107974995.0,83.4,87804244.0,22800745.0,241688.0,0.0,0.0,0.0,0.0,-2871681.0,118,4,4,2023,0,0,0,0,FLATLINE,1.032991
2023-04-29,107974995.0,114436102.0,85.6,87810062.0,23218512.0,395217.0,0.0,0.0,0.0,3512402.0,-500091.0,119,5,4,2023,0,0,0,1,FLATLINE,1.03306
2023-04-30,107974995.0,112809204.0,83.3,87815880.0,23623391.0,232089.0,0.0,0.0,0.0,3512635.0,-2374791.0,120,6,4,2023,0,0,0,1,FLATLINE,1.033128
2023-05-01,107974995.0,111062232.0,83.1,87821697.0,24015213.0,216162.0,0.0,0.0,0.0,0.0,-990841.0,121,0,5,2023,0,0,0,0,FLATLINE,1.033196
2023-05-02,111084653.0,111084653.0,80.9,87827515.0,24393822.0,60979.0,0.0,0.0,0.0,0.0,-1197664.0,122,1,5,2023,0,0,0,0,CLEAN,1.033265
2023-05-03,111861578.0,111861578.0,85.9,87833333.0,24759075.0,416997.0,0.0,0.0,0.0,0.0,-1147827.0,123,2,5,2023,0,0,0,0,CLEAN,1.033333
2023-05-04,115659149.0,115659149.0,81.0,87839151.0,25110837.0,72717.0,0.0,0.0,0.0,0.0,2636444.0,124,3,5,2023,0,0,0,0,CLEAN,1.033402
2023-05-05,113883501.0,113883501.0,87.3,87844969.0,25448986.0,515213.0,0.0,0.0,0.0,0.0,74332.0,125,4,5,2023,0,0,0,0,CLEAN,1.03347
2023-05-06,118110863.0,118110863.0,89.2,87850787.0,25773412.0,649292.0,0.0,0.0,0.0,3514031.0,323341.0,126,5,5,2023,0,0,0,1,CLEAN,1.033539
2023-05-07,115577224.0,115577224.0,86.6,87856605.0,26084014.0,463366.0,0.0,0.0,0.0,3514264.0,-2341025.0,127,6,5,2023,0,0,0,1,CLEAN,1.033607
2023-05-08,113677266.0,113677266.0,84.2,87862423.0,26380706.0,296019.0,0.0,0.0,0.0,0.0,-861882.0,128,0,5,2023,0,0,0,0,CLEAN,1.033676
2023-05-09,115335820.0,115335820.0,87.4,87868241.0,26663410.0,520395.0,0.0,0.0,0.0,0.0,283774.0,129,1,5,2023,0,0,0,0,CLEAN,1.033744
2023-05-10,113777958.0,113777958.0,84.6,87874059.0,26932062.0,322280.0,0.0,0.0,0.0,0.0,-1350443.0,130,2,5,2023,0,0,0,0,CLEAN,1.033812
